#Table1
sii_6717_flux,sii_6731_flux,nii_6584_flux,oi_6300_flux,oiii_5007_flux,h_alpha_flux,h_beta_flux,h_alpha_eqw,nii_6584_eqw,oiii_sigma,w1mpro,w2mpro,w3mpro,z,class,subclass,bestobjid
72.98557,51.66182,108.3483,9.799683,27.10915,323.2633,70.00838,-26.08637,-8.469065,78.10437,13.824,13.695,9.98,0.03680692,GALAXY,STARFORMING,1237650795146969196
44.31765,30.10494,50.81336,4.432697,26.81836,172.9532,46.19492,-25.01211,-7.875639,66.15466,14.568,14.491,10.932,0.03727411,GALAXY,STARFORMING,1237648720142860424
54.70322,39.47166,117.5956,9.222262,27.02074,270.1227,59.54145,-19.92267,-8.4245,172.9844,14.103,13.911,10.523,0.06367001,GALAXY,STARFORMING,1237651800696225921
142.4632,101.7864,215.644,16.31324,68.83253,732.1072,147.4689,-50.48171,-14.81608,57.33928,13.661,13.413,9.521,0.0371546,GALAXY,STARBURST,1237648720679796961
61.07221,42.62658,138.4123,12.48891,21.31556,367.6431,76.19621,-28.2449,-10.22792,64.11222,13.615,13.356,9.314,0.07910439,GALAXY,STARFORMING,1237650795683905713
54.24149,38.19325,95.99925,8.973182,24.48704,257.3629,65.85088,-17.57192,-6.670946,70.77788,14.113,13.89,10.318,0.05252608,GALAXY,STARFORMING,1237651800696225983
66.79474,49.54191,113.7861,11.77949,24.42945,354.9441,77.33115,-33.45014,-10.59298,61.7584,14.348,14.018,10.04,0.08136618,GALAXY,STARFORMING,1237650795146838164
13.18931,8.636026,16.08556,2.867806,21.52299,60.90096,15.58486,-21.23338,-5.745538,25.58551,13.873,13.667,10.927,0.01946783,GALAXY,STARFORMING,1237648720142729268
48.12361,32.70259,71.10073,7.358994,15.56774,240.4535,56.27959,-37.17923,-10.7133,53.17144,15.189,15.017,11.193,0.09255436,GALAXY,STARBURST,1237648720142794854
28.07733,23.50158,63.11119,28.3918,37.87999,73.12326,31.29603,-2.32027,-1.971022,193.8281,13.254,12.992,11.202,0.08097252,GALAXY,AGN,1237648720142729411
47.26445,33.8153,69.56985,6.747792,49.01106,213.6567,57.40089,-17.46992,-5.569257,82.5975,14.473,14.282,11.156,0.06696795,GALAXY,STARFORMING,1237650794609770730
39.36613,33.27276,40.58176,7.046898,42.19922,171.8185,43.74771,-22.70375,-5.059648,48.91316,14.849,14.487,10.682,0.08512671,GALAXY,STARFORMING,1237648720142663815
41.15628,22.9399,78.76233,10.5059,29.25554,153.4416,40.20667,-8.233941,-4.48507,78.43993,13.393,13.177,9.857,0.06685378,GALAXY,STARFORMING,1237648720142598416
18.73058,14.25969,15.16521,5.778467,20.60324,86.15946,21.42213,-27.24614,-2.952805,55.10682,16.002,15.844,11.085,0.05661373,GALAXY,STARFORMING,1237650795683381521
58.30838,42.55104,132.4469,8.326049,29.80406,375.5125,87.45477,-33.26846,-11.57635,63.47088,14.61,14.38,10.67,0.1253882,GALAXY,STARFORMING,1237648720679534863
0,0,43.35619,6.309737,51.20166,190.5719,49.47713,-33.79952,-7.29313,48.69617,15.008,15,11.315,0.036578,GALAXY,STARFORMING,1237650795683643629
41.79287,32.06631,59.38943,10.95073,16.31828,181.898,41.81347,-13.92267,-4.662155,62.7052,14.022,14.03,10.581,0.03620402,GALAXY,STARFORMING,1237650795683709119
51.91526,34.33863,90.13706,7.865307,20.62229,240.6416,63.58613,-19.39478,-7.6232,60.3559,14.473,14.351,10.784,0.06903543,GALAXY,STARFORMING,1237650796220579942
15.0992,11.39043,16.92961,10.4036,20.20629,77.96598,22.90193,-18.20361,-3.174743,66.13125,15.522,15.431,11.815,0.08416865,GALAXY,STARFORMING,1237650796220580024
73.75316,56.15826,104.9147,11.51025,67.93123,396.0972,90.2422,-52.00551,-14.58348,56.54304,15.22,14.88,11.207,0.1163653,GALAXY,STARBURST,1237650795683643639
52.56338,42.79973,97.47633,9.164312,28.6651,315.8114,63.03196,-54.58067,-15.35866,121.6591,15.33,14.889,10.588,0.1641794,GALAXY,STARBURST,1237651752922120453
78.36446,51.92841,61.67018,12.22184,113.5187,318.014,82.50459,-36.78801,-7.41541,45.20376,14.19,14.019,10.333,0.02552898,GALAXY,STARFORMING,1237651752922251461
125.0264,88.79155,174.2049,22.28715,112.5854,283.4354,80.64535,-4.023159,-2.404021,129.5063,12.162,12.138,9.594,0.02726925,GALAXY,STARFORMING,1237648722826952883
33.32501,25.24776,71.00978,8.844723,24.1864,132.1454,35.75417,-3.75038,-1.988815,48.69016,13.228,13.206,10.253,0.02502265,GALAXY,STARFORMING,1237651752922251498
27.745,17.44817,12.66583,7.930058,79.2635,138.2226,35.16845,-32.30874,-3.278244,31.36082,15.7,15.556,12.67,0.03038891,GALAXY,STARFORMING,1237648722289951090
18.56392,10.38899,56.70716,6.348168,13.45825,82.7048,18.74982,-6.167596,-4.325053,151.7544,13.797,13.648,10.439,0.06938305,GALAXY,,1237648721753342110
58.32096,45.9218,69.25172,12.78461,77.41117,277.6913,81.46915,-32.22543,-7.975996,65.7776,14.407,14.173,10.29,0.07294767,GALAXY,STARFORMING,1237648721753276568
220.654,160.7348,204.5739,20.14449,609.2878,1327.855,382.6664,-124.1847,-19.01793,37.0058,,,,0.005939425,GALAXY,STARBURST,1237650796757123132
47.52953,33.18386,69.0127,10.96815,19.16951,190.4596,34.71544,-16.20938,-5.816964,68.04975,13.746,13.468,9.713,0.08081359,GALAXY,STARFORMING,1237648722290278687
68.89413,46.1403,107.428,9.459265,26.23361,362.7931,91.86626,-40.33546,-11.71039,85.75953,14.395,14.201,10.27,0.07320447,GALAXY,STARBURST,1237648722290213005
553.0176,386.4682,425.1553,72.51957,11480.28,9129.952,2833.981,-361.9978,-18.10456,39.31964,13.751,13.16,8.692,0.006316895,GALAXY,STARBURST,1237651801769836703
41.76917,26.04355,105.8659,9.816566,16.21121,240.6636,65.26759,-22.49543,-9.645498,75.18845,14.386,14.157,10.519,0.09785258,GALAXY,STARFORMING,1237648722290278576
31.39721,23.26556,22.47803,7.137933,122.5836,161.9299,51.36633,-33.25988,-4.964841,37.60118,14.86,14.741,11.463,0.006121848,GALAXY,STARFORMING,1237651801769836705
52.26878,36.57722,59.7957,9.091091,32.88492,240.7912,70.18707,-37.45943,-9.31345,30.08169,14.855,14.707,10.882,0.06303807,GALAXY,STARBURST,1237651752922447989
44.04545,30.83239,127.1261,10.70764,17.83123,320.3292,73.24532,-18.68185,-7.477528,161.1603,14.1,13.773,10.161,0.1164241,GALAXY,STARFORMING,1237651752385642628
55.21109,46.17149,262.4843,18.01224,144.1277,467.7469,91.38157,-19.80533,-10.90451,136.7922,13.475,12.863,9.586,0.1306843,GALAXY,STARFORMING,1237651752922382529
65.23486,42.56122,33.18724,15.78145,352.6557,403.5322,133.7764,-42.03469,-3.57325,35.55132,15.419,15.36,11.975,0.02833657,GALAXY,STARFORMING,1237651752922448044
162.5,100.2513,250.4049,15.37397,75.86851,794.5677,187.697,-46.19837,-14.44128,43.56812,13.554,13.404,9.825,0.02513117,GALAXY,STARBURST,1237651752385577176
136.6804,103.2871,169.4725,41.49373,5266.688,3004.321,959.8481,-552.2666,-35.3147,82.20112,15.562,14.542,11.014,0.09770181,GALAXY,STARBURST,1237648722290278498
41.11937,33.21354,81.54813,7.09567,46.05843,255.3856,79.70146,-33.06725,-10.03503,64.65144,15.06,14.795,11.383,0.08665648,GALAXY,STARFORMING,1237648722290344082
58.6878,38.64991,163.3945,18.18495,25.22724,245.1226,37.91085,-8.027831,-5.148194,231.7365,12.951,12.768,9.652,0.08063073,GALAXY,AGN,1237650796757647516
47.10017,33.89153,34.95163,10.20678,77.76672,190.1765,58.66723,-49.31081,-8.817168,45.65167,15.685,15.781,12.138,0.07421976,GALAXY,STARBURST,1237648721753473275
82.40025,65.94819,164.933,13.69943,113.2058,522.236,99.44359,-50.84221,-16.87058,68.31075,13.073,12.846,9.4,0.0858379,GALAXY,STARBURST,1237648721753538824
58.40549,41.65986,108.2495,10.39475,18.29012,298.9723,58.42739,-33.6685,-11.81385,89.71795,14.255,14.046,9.938,0.08834895,GALAXY,STARFORMING,1237648722827280613
106.4522,73.60356,116.5738,15.28072,316.7859,563.0275,206.2887,-50.80367,-10.78315,42.01417,15.273,15.146,12.65,0.0466621,GALAXY,STARBURST,1237650797294583854
35.37591,26.19967,80.6431,5.465528,14.18542,234.954,53.53412,-33.43398,-11.3968,57.52096,14.766,14.466,10.338,0.1427079,GALAXY,STARFORMING,1237648722290475146
52.69152,35.7304,79.41491,10.54718,25.94346,258.7148,56.74957,-28.44492,-8.357184,74.27434,14.299,14.123,10.255,0.0880089,GALAXY,STARFORMING,1237651752385708149
33.46462,22.40457,31.1424,5.986978,29.04739,121.9495,40.76297,-20.47582,-5.046311,61.97881,15.407,15.392,12.194,0.0766883,GALAXY,STARFORMING,1237651801770098911
290.3407,198.9717,311.3021,36.17744,465.3918,1615.863,491.2562,-71.39552,-13.67805,49.5654,13.396,13.238,9.574,0.02063313,GALAXY,STARBURST,1237650796757647434
222.0165,159.9301,132.2474,38.94059,1136.897,1489.198,435.304,-77.8159,-7.264956,44.97996,14.393,14.266,11.477,0.03552244,GALAXY,STARBURST,1237650796757778527
190.9558,150.7724,139.4422,30.68588,2147.528,2008.508,652.4969,-158.3775,-10.9445,48.09493,15.032,14.786,11.486,0.02616739,GALAXY,STARBURST,1237648722290540656
48.53577,36.69431,60.37647,9.873179,35.79316,225.959,57.90806,-38.54481,-10.36376,50.35019,15.207,15.036,11.679,0.07917745,GALAXY,STARFORMING,1237651801770229917
208.3885,160.3841,548.7486,38.52776,429.9758,1902.939,328.7025,-134.2726,-38.35591,95.57948,13.494,12.936,8.434,0.08185273,GALAXY,STARBURST,1237648721753669808
95.50912,64.19888,151.5102,8.668463,77.42367,560.9105,153.242,-71.84059,-19.59995,68.04953,14.908,14.597,10.595,0.09474918,GALAXY,STARBURST,1237651801770295447
66.04401,41.19531,53.88492,10.42544,114.8077,282.2596,94.89962,-24.16423,-4.417272,43.78439,14.655,14.649,11.455,0.02078303,GALAXY,STARFORMING,1237648722290606356
44.44152,39.0448,88.80113,22.09504,58.24282,94.46148,23.86093,-4.689559,-4.490839,172.4659,13.654,13.524,11.193,0.09438431,GALAXY,AGN,1237651801770295403
85.42367,57.48413,48.6262,14.98558,625.7214,627.834,223.9737,-83.76127,-6.657657,37.79194,14.899,14.619,11.077,0.02076184,GALAXY,STARBURST,1237650796757909634
257.7367,219.4364,902.1597,43.04273,71.1323,1482.796,280.2601,-19.16017,-11.71135,79.91284,11.491,11.424,7.73,0.0202142,GALAXY,STARFORMING,1237648722827346065
42.13157,32.6464,169.3631,16.31422,33.7829,294.662,43.4965,-9.895514,-5.572479,162.6468,12.921,12.786,9.95,0.06115794,GALAXY,,1237651752922579170
39.11544,28.15683,110.9765,9.66783,14.01314,323.5428,55.9686,-17.1118,-6.039799,39.7715,12.721,12.643,9.002,0.04823616,GALAXY,STARFORMING,1237648722827411714
63.2414,41.1857,73.01641,15.70957,92.23936,295.8098,90.64887,-34.61779,-10.79916,56.34621,15.061,14.694,11.102,0.09863139,GALAXY,STARFORMING,1237648722827411740
23.50286,18.16868,20.37842,5.095452,22.63283,93.78834,27.30935,-16.88666,-3.337919,49.44702,15.459,15.356,12.923,0.06287378,GALAXY,STARFORMING,1237648722827411667
290.7633,223.0981,839.2515,54.17068,125.9498,1821.166,294.9541,-57.16566,-25.95148,123.2333,12.783,12.42,8.164,0.08115898,GALAXY,STARBURST,1237651752922644642
22.05674,11.51389,20.00998,4.403086,16.89259,70.88,19.00775,-13.96701,-4.381321,15.54849,15.126,15.024,11.846,0.04655245,GALAXY,STARFORMING,1237651752385708321
44.35739,28.76134,42.86845,6.179207,33.23087,183.4266,53.02825,-28.77765,-6.854155,50.98302,14.911,14.678,11.104,0.04833083,GALAXY,STARFORMING,1237648722827411689
39.10064,26.6487,67.60773,6.788267,12.66671,163.4166,26.77592,-12.56852,-5.130385,34.32174,13.916,13.776,10.157,0.04688425,GALAXY,STARFORMING,1237651752385708176
101.6592,71.50596,147.078,13.12474,51.63588,475.1909,129.862,-47.55739,-14.40127,55.96192,13.874,13.687,9.691,0.03454532,GALAXY,STARBURST,1237648722290671857
133.4837,100.1278,119.8987,28.96609,208.4404,578.2524,136.3546,-56.45022,-11.48398,62.10166,13.878,13.588,9.84,0.03512238,GALAXY,STARBURST,1237651801770361001
96.87949,76.07652,221.4088,16.40033,25.56212,568.1908,103.9492,-31.12415,-12.41245,104.2867,12.691,12.497,8.194,0.03467124,GALAXY,STARFORMING,1237648722290737341
38.47046,29.60761,124.9492,10.018,12.91417,195.7264,35.05587,-13.15458,-8.426012,71.35131,14.286,14.066,10.658,0.09845868,GALAXY,STARFORMING,1237650797294715200
57.67191,44.22762,105.9083,15.99545,38.59486,258.3044,56.68415,-24.56499,-9.951464,62.42159,14.509,14.058,10.134,0.09498237,GALAXY,STARFORMING,1237651752385839379
52.47213,37.7506,108.5181,13.36467,19.06509,311.0261,78.53085,-39.28748,-14.03372,80.71927,14.643,14.338,10.393,0.09804763,GALAXY,STARBURST,1237650797294715116
64.17443,40.79393,139.5597,11.3509,21.49068,375.5454,88.90245,-15.02626,-5.587634,76.1022,13.805,13.763,10.064,0.02883614,GALAXY,STARFORMING,1237648722290737336
64.41292,39.18606,42.9607,11.93746,230.4097,386.9496,111.6566,-53.66675,-5.993917,35.9839,15.454,15.684,12.215,0.02051127,GALAXY,STARBURST,1237648722290671783
40.12507,25.81959,100.6094,6.42698,8.537987,277.2243,65.24599,-26.37753,-9.587164,57.03221,14.555,14.356,10.701,0.07955465,GALAXY,STARFORMING,1237654670808842500
88.34087,59.40328,53.89565,12.79021,578.579,551.4218,211.7393,-103.3904,-10.40804,40.00745,16.026,15.92,12.036,0.04658309,GALAXY,STARBURST,1237651801770492160
23.36601,18.85542,45.33305,8.417257,15.1907,88.99931,22.79305,-8.901093,-4.519585,51.68364,14.611,14.431,11.287,0.09519172,GALAXY,STARFORMING,1237651801770492096
54.17371,40.1369,22.61897,13.16151,354.7021,405.3625,133.0558,-71.24675,-4.142084,37.86426,15.666,15.812,12.159,0.03461061,GALAXY,STARBURST,1237648722290868309
67.02821,46.23217,56.0465,13.06696,137.3915,330.7124,104.6024,-42.82965,-7.244497,46.74091,15.218,15.347,12.326,0.04755318,GALAXY,STARFORMING,1237651801770426528
17.95119,11.42916,35.04831,6.933797,11.08231,84.64382,19.84068,-19.13338,-11.40984,66.98698,15.8,15.54,11.76,0.1731074,GALAXY,STARFORMING,1237651801770492286
55.55516,44.51324,154.3787,13.32792,16.26287,310.0363,61.87346,-28.868,-14.28368,111.0246,13.59,13.268,9.152,0.09474451,GALAXY,STARFORMING,1237648721753931930
125.777,87.24911,111.2496,21.93543,486.0197,807.9829,253.1404,-127.4302,-17.96994,51.06731,15.298,15.27,11.794,0.07153107,GALAXY,STARBURST,1237654670808776907
39.77774,42.27278,194.0781,8.269575,15.43292,366.8863,78.1082,-22.9635,-11.78506,73.53033,13.422,13.202,9.543,0.0629528,GALAXY,STARFORMING,1237653663647662234
46.81481,31.4968,76.84927,8.572653,21.10355,248.6414,61.9308,-42.47035,-13.02067,20.54703,14.917,14.414,10.471,0.1247545,GALAXY,STARBURST,1237648722827608227
54.55832,38.10836,78.71181,5.92234,59.23248,302.2073,86.11896,-47.60965,-12.0709,47.96294,14.858,14.758,11.327,0.04713756,GALAXY,STARBURST,1237648722290802828
94.87071,74.93069,88.06135,16.43069,202.5237,420.5194,106.9028,-28.5887,-6.061126,60.75402,14.305,14.301,11.63,0.03546179,GALAXY,STARFORMING,1237648721753997542
63.30307,40.00652,103.7394,9.725575,33.10904,291.8169,81.85916,-22.97101,-8.228055,56.56939,14.15,13.951,10.379,0.04747811,GALAXY,STARFORMING,1237648721753997595
41.44469,28.7099,24.89766,13.49899,71.70038,152.9519,48.14282,-15.49601,-2.437207,51.15644,14.66,14.352,11.381,0.03545549,GALAXY,STARFORMING,1237648721754062893
12.6851,13.40299,61.68732,8.287637,9.523458,125.2326,28.91679,-7.58059,-3.717545,91.79359,13.747,13.632,11.133,0.07774719,GALAXY,STARFORMING,1237651801770492055
66.79105,50.95337,152.1624,12.10597,34.20815,391.5531,99.94367,-30.91296,-12.23815,80.77754,14.612,14.476,10.646,0.08021554,GALAXY,STARFORMING,1237654670808907915
293.2733,227.8998,634.2519,55.51103,413.2411,1948.772,404.4327,-119.6804,-38.64865,80.21742,14.026,13.614,9.26,0.0650007,GALAXY,STARBURST,1237651801770557613
65.72919,57.37098,327.8547,17.08572,24.64422,485.7838,61.75042,-41.68848,-27.09595,173.0742,13.872,13.518,9.189,0.08655048,GALAXY,STARFORMING,1237648721754062946
39.50508,26.02197,111.648,10.15825,20.86701,312.8085,67.13624,-26.94113,-9.680209,66.32391,14.454,14.217,10.348,0.1269907,GALAXY,STARFORMING,1237648721754063030
79.96554,57.42988,83.39346,10.61912,147.9382,429.9605,120.2159,-51.74076,-10.12574,55.75509,14.982,14.939,10.913,0.08823899,GALAXY,STARBURST,1237654670808907883
111.0991,72.3088,114.4482,16.69975,610.9689,878.3365,256.4054,-147.2442,-19.04931,42.62098,15.893,15.69,11.847,0.06874236,GALAXY,STARBURST,1237648720143908977
57.54124,43.17764,133.8887,6.582551,19.20123,419.6267,93.89392,-23.51709,-7.588427,45.11805,14.407,14.402,10.642,0.04600773,GALAXY,STARFORMING,1237648720680714471
58.77636,49.11408,202.2737,25.79957,344.1903,354.1077,70.86655,-22.1214,-12.25167,116.8979,13.586,12.759,9.667,0.0904035,GALAXY,AGN,1237654669735756040
33.92358,25.18748,69.58862,9.356227,16.45599,200.6974,46.71999,-19.50547,-6.433335,1,14.527,14.351,10.568,0.09158873,GALAXY,STARFORMING,1237648720680910946
41.92539,38.61967,206.1471,14.5395,40.16806,194.2369,27.90254,-9.478984,-9.86996,82.58801,13.475,12.833,9.432,0.08745652,GALAXY,AGN,1237648721217781947
24.89951,18.98196,24.35784,4.716326,37.62562,113.3944,30.90452,-25.4862,-5.479772,53.25676,15.495,15.304,12.071,0.04516219,GALAXY,STARFORMING,1237651800697471092
29.15982,19.53896,39.568,4.747772,5.952743,121.9914,24.35473,-10.46773,-3.507283,1,14.387,14.272,11.414,0.03290842,GALAXY,STARFORMING,1237648721217782054
53.4021,49.65108,146.4963,38.41273,95.64,151.1079,45.61246,-2.315518,-2.076739,232.3609,12.33,12.411,11.782,0.03283051,GALAXY,,1237648721217781869
50.6539,50.27746,223.8131,7.796734,19.22576,367.2041,79.74321,-36.59008,-22.13134,177.9481,14.39,14.028,10.391,0.1045381,GALAXY,STARFORMING,1237648720143777968
44.25114,30.0195,75.55002,7.501709,19.07742,238.5995,57.1456,-27.61746,-9.000913,54.52127,14.557,14.325,10.558,0.09454266,GALAXY,STARFORMING,1237654669198688303
39.25558,27.01525,32.7762,7.622187,22.77008,128.2808,27.99174,-13.41994,-3.663344,45.39222,14.742,14.704,11.399,0.03264355,GALAXY,STARFORMING,1237648721217716496
12.54515,12.87082,27.21001,7.673702,12.78407,26.14906,7.829206,-1.813704,-2.133549,116.8841,13.743,13.559,11.635,0.09508175,GALAXY,,1237648721217716499
123.9078,89.61397,169.5144,23.69786,211.9003,710.4791,200.2337,-56.83363,-13.63979,57.20579,14.739,14.433,10.591,0.09199978,GALAXY,STARBURST,1237648721217716475
68.47493,45.71886,48.87628,10.89055,155.9731,325.8842,86.29787,-41.14744,-5.930252,52.60843,15.126,14.941,11.623,0.03270648,GALAXY,STARBURST,1237648721217716525
18.1376,8.871406,29.80749,5.568139,5.868615,84.63778,23.48811,-13.32947,-4.680654,22.2249,14.981,14.724,11.576,0.1039087,GALAXY,STARFORMING,1237648720143646840
33.78152,21.4856,42.66686,7.434615,22.72418,158.9809,43.76684,-28.04214,-7.69598,57.03838,15.197,15.075,11.312,0.08149754,GALAXY,STARFORMING,1237648720680583341
52.37659,29.99465,117.3492,7.885854,12.83736,305.8771,75.59972,-14.19915,-5.636878,1,13.019,12.924,9.24,0.04281429,GALAXY,STARFORMING,1237648721217716376
66.15144,49.17493,163.9825,11.83684,21.22882,361.5466,59.74278,-11.9967,-5.630887,92.98314,13.028,12.907,9.539,0.03274609,GALAXY,STARFORMING,1237654670272561322
50.66005,38.27485,118.8978,9.104496,20.15755,266.9763,62.51258,-13.03262,-5.81356,84.71442,13.858,13.711,10.65,0.09239345,GALAXY,STARFORMING,1237648721217716426
12.78221,12.4788,42.28733,7.788824,12.25263,115.854,24.51246,-10.83655,-4.250596,66.35808,14.51,14.262,11.511,0.08479784,GALAXY,STARFORMING,1237654668661620917
46.58826,37.25099,99.37981,6.044194,17.8418,246.018,42.82127,-33.07193,-13.46757,67.00073,14.546,14.224,10.275,0.1254833,GALAXY,STARBURST,1237654669198360714
26.32194,13.53133,24.84239,4.368914,15.18732,90.21249,28.64391,-16.28616,-4.118917,40.74247,14.898,14.796,11.532,0.03273103,GALAXY,STARFORMING,1237651799623205043
46.21868,34.84282,92.25349,11.20867,16.22207,275.9362,62.26284,-22.85673,-7.785167,80.17462,14.17,13.876,10.111,0.08837859,GALAXY,STARFORMING,1237648720680452215
17.11053,14.51156,87.51591,17.13249,165.2497,66.83553,20.31474,-3.140469,-4.154333,139.3513,13.755,13.454,11.939,0.0937748,GALAXY,AGN,1237651800160141388
20.22424,15.79627,13.61429,5.159641,23.07946,75.67236,19.92695,-15.17616,-3.235563,22.52916,15.612,15.382,12.331,0.03282471,GALAXY,STARFORMING,1237651800160141504
31.15679,21.40696,85.52791,7.149332,35.55265,146.5363,23.97026,-12.7037,-7.38569,97.46196,14.104,13.729,10.196,0.08827484,GALAXY,STARFORMING,1237648721217650960
12.78131,7.861309,21.14782,3.546784,8.135857,71.42527,14.99787,-12.35726,-3.557135,43.08208,15.105,14.977,12.138,0.08772417,GALAXY,STARFORMING,1237654669735559508
32.80603,26.22577,83.99052,10.60388,51.25844,141.9309,21.67218,-12.38832,-7.252679,93.29478,14.046,13.726,10.661,0.0914688,GALAXY,STARFORMING,1237648721217650936
53.63404,40.43362,90.95322,8.937804,49.25061,279.7733,72.18984,-40.78493,-13.05873,60.64338,15.236,14.892,11.298,0.09126621,GALAXY,STARBURST,1237651800697209059
38.78836,26.82825,80.79646,5.938056,58.94191,167.4758,35.09498,-16.60639,-8.034067,127.5023,14.366,13.95,10.451,0.1402985,GALAXY,STARFORMING,1237654670272430260
48.03787,41.55498,156.7611,20.54574,167.8019,142.9137,36.243,-11.05077,-10.43479,180.9886,13.749,13.323,10.485,0.1247119,GALAXY,AGN,1237648721217519812
59.54207,43.41864,109.7421,13.20175,25.32078,296.3441,54.81047,-28.69613,-10.38357,53.16417,14.004,13.705,9.797,0.07280485,GALAXY,STARFORMING,1237648721217519859
93.53432,63.30262,86.59921,11.46525,64.20728,383.0684,82.12549,-35.75936,-8.168118,43.6745,13.858,13.714,9.889,0.03307227,GALAXY,STARFORMING,1237648720680583296
38.37514,30.30225,79.05904,5.430127,17.00955,246.3837,51.47771,-22.08055,-7.27398,61.08393,14.193,13.983,10.309,0.07287358,GALAXY,STARFORMING,1237654670272364735
39.72566,28.2385,39.63854,12.41749,46.03626,137.4945,31.62639,-9.782223,-2.673477,51.00871,14.802,14.757,11.253,0.03283368,GALAXY,STARFORMING,1237654669735428300
41.95772,24.77304,12.83925,7.868149,843.854,711.5928,232.0531,-231.3044,-3.274545,30.00238,16.257,15.68,12.183,0.006497472,GALAXY,STARBURST,1237654670272299182
118.1383,83.33763,185.7486,18.9952,118.9729,575.7731,158.175,-35.01572,-11.04002,54.83546,14.371,13.946,10.136,0.1262092,GALAXY,STARFORMING,1237654668661489808
38.56157,36.79688,114.1237,18.56967,36.67346,89.06319,19.6135,-4.461447,-5.215376,146.5938,13.638,13.4,10.848,0.09104228,GALAXY,AGN,1237648720143450249
36.93192,25.07043,58.95715,5.882211,9.870459,175.117,38.54222,-26.28341,-8.770158,33.79547,14.825,14.481,10.992,0.08773529,GALAXY,STARFORMING,1237651800696946939
53.7341,36.80228,99.22512,10.11871,16.58894,264.6151,48.15978,-27.57865,-10.27676,76.89481,14.046,13.858,9.963,0.07309938,GALAXY,STARFORMING,1237651801233883405
